x,y,z,yaw,name
41.8443,-16.1638,-0.2801,-0.0763,ChargeOut
42.040424,-2.4565096,-0.2638025,1.6052006,via-h2-00
42.071,2.8857,-0.181,-3.0646,via-h2-01
35.37291314695466,2.607944956612812,-0.1384768,-3.1348433,via-h2-02
-14.0123,0.3758,0.2255958,1.5851729,via-84
-14.767163,21.561161,0.5049494,0.25745,via-85
-9.5533056,22.677908,0.4577811,1.6254547,via-86
-9.86276,25.107012,0.432479,2.4641094,via-87
-18.4665,26.5342,0.5575209,1.5544144,via-88
-18.5123,31.4366,0.5907702,0.7118617,via-89
-10.862,35.533825,0.5333738,1.468215,via-90
-10.053919,42.30043,0.5778924,1.6486552,via-91-shuttle01-open
-10.403989,45.437153,0.6244386,1.6041919,via-92-shuttle01-close
-8.0908022,48.893063,0.6138956,0.07827895742988168,via-93
2.9392517,49.508862,0.5460632,1.4734558,via-94
2.9783154,56.953354,0.4911753,1.5904567,via-95-shuttle02-open
2.6510377,60.726715,0.4996813,1.5877907,via-96-shuttle02-close
1.9946015,70.897369,0.5314655,-3.1017516,via-97-shuttle03-open
-4.391118,70.903801,0.4062418,-3.1358483,via-98-shuttle03-close
-4.0940075,68.838539,0.3927332,-1.4641359,via-99
-3.9819322,63.452221,0.3635726,3.134217,via-100
-10.548726,63.189972,0.3637781,-3.1354418,via-101
-16.195604,63.071499,0.3743068,-1.5140579,via-102
-16.158087,61.640396,0.3764079,-0.0035389,via-103-before2nd
-9.1036692,61.894161,3.3290496,0.0011854,via-104-2nd
-8.7441101,61.414852,3.3321419,-1.5792437,via-105
-8.805590940244173,60.213985051858856,3.3176277,-3.0771234,via-106
-10.280543787327275,60.072672204234095,0.0,-2.8658,via-107
-12.075627,59.486111,3.2617469,-1.1311175,thermal-45
-12.052152,59.548809,3.3055103,-2.0999625,thermal-46
-12.084087,58.577923,3.2927039,-1.5507947,gauge-1
-12.081274,58.577335,3.2853496,-1.550493,gauge-2
-12.195883,57.998676,3.2979333,1.6192183,leakage-24
-13.198621,59.091412,3.2946243,-1.5238308,thermal-47
-14.039406,56.464039,3.3358517,-1.0804946,thermal-48
-13.666488,55.260002,3.3079243,-1.2708094,thermal-49
-13.403976,53.845329,3.2970333,2.2848938,leakage-25
-15.20247,53.31694,3.2926416,0.4147432,thermal-50
-15.213236,53.318554,3.2876682,0.4157658,thermal-51
-13.294253,54.231941,3.2782199,1.692948,via-108
-13.385868,58.361221,3.3193972,0.1140161,via-109
-12.2854,59.6664,3.2678,-2.7252,via-110
-10.731,59.8,3.2678,-2.9466,via-111
-8.8233,60.3288,3.3152,-1.8599,via-112
-9.0311089,61.562763,3.2967606,-0.8303546,via-113
-9.957777,61.862873,3.2870538,0.0271908,via-114-before-1st
-16.20882,61.776878,0.3804214,0.0086832,via-115-after
-16.038097,55.922745,0.3919586,-1.513927,via-116
-15.9657,53.4563,0.3949,-1.509,via-117
-14.958688,52.927303,0.41081,-2.4286108,thermal-37
-13.686208,54.482033,0.3963146,-2.2776961,leakage-14
-15.241681,52.971394,0.4220051,2.2649655,thermal-38
-15.338988,52.959743,0.4152788,0.6671109,leakage-15
-15.338224,52.964901,0.4050924,0.667826,vibration-29
-15.047901,52.904987,0.4189816,-0.5769345,vibration-30
-16.306381,55.160091,0.4059085,-3.1286423,via-118
-19.676178,54.605389,0.4915805,2.4213181,vibration-31
-19.044134,53.198421,0.4756042,1.9639363,vibration-32
-19.051722,53.199444,0.4751141,1.9625237,leakage-16
-19.24847,54.588551,0.4686684,2.9705555,via-119
-20.821012,55.00045,0.4957865,2.7069426,thermal-39
-21.018486,54.823586,0.4810746,-2.2156203,thermal-40
-21.550602,54.580532,0.3447129,1.5650541,leakage-17
-21.499352,54.385124,0.3424906,1.83483,vibration-33
-22.46455,54.669666,0.4990019,-3.0559316,via-120
-23.20248,54.561829,0.4886234,-3.0524485,via-121
-25.434465,54.625458,0.5641356,-3.0623798,via-122
